,price,volume
2021-02-06 00:00:00+00:00,0.9991737434368623,3282727.7332690684
2021-02-06 00:30:00+00:00,0.9994169688752037,3529530.8899301896
2021-02-06 01:00:00+00:00,0.9998604077591193,8413480.273755109
2021-02-06 01:30:00+00:00,0.9992101533501678,4976893.430884348
2021-02-06 02:00:00+00:00,0.9992846276525078,3994268.9448332875
2021-02-06 02:30:00+00:00,0.9995980201462531,5974752.589337143
2021-02-06 03:00:00+00:00,0.9993509922176415,3301543.97736984
2021-02-06 03:30:00+00:00,0.9993607296890878,1790511.3007227727
2021-02-06 04:00:00+00:00,0.9997517300908123,3005685.2892306335
2021-02-06 04:30:00+00:00,0.9995750179836462,2769137.7708668597
2021-02-06 05:00:00+00:00,0.9994768198343637,2763625.1252972814
2021-02-06 05:30:00+00:00,0.9992792106568782,2300889.640174873
2021-02-06 06:00:00+00:00,0.9991710516071756,1778127.3565840411
2021-02-06 06:30:00+00:00,0.9993731878385456,3185391.0143143926
2021-02-06 07:00:00+00:00,0.9990476168065016,3057095.8928725612
2021-02-06 07:30:00+00:00,0.9998113621333533,7780829.267894641
2021-02-06 08:00:00+00:00,0.9990896499990838,9573528.529426327
2021-02-06 08:30:00+00:00,0.9989827109508109,2043773.47531264
2021-02-06 09:00:00+00:00,0.9991243318169702,3363127.683473955
2021-02-06 09:30:00+00:00,0.9990439661474286,3124126.5940741254
2021-02-06 10:00:00+00:00,0.9989735354835728,3132868.9920305535
2021-02-06 10:30:00+00:00,0.9989392478199749,5605244.526938784
2021-02-06 11:00:00+00:00,0.9989310699328808,5085009.213428866
2021-02-06 11:30:00+00:00,0.9990026695278683,3823519.2738574957
2021-02-06 12:00:00+00:00,0.9992262880489012,5669841.004696451
2021-02-06 12:30:00+00:00,0.9986448609157709,4097123.617115566
2021-02-06 13:00:00+00:00,0.9990035885984747,3543505.253435622
2021-02-06 13:30:00+00:00,0.9990883939657775,2392506.0874588992
2021-02-06 14:00:00+00:00,0.9992475451851034,3483221.016793278
2021-02-06 14:30:00+00:00,0.9989062879738609,3764814.7598997643
2021-02-06 15:00:00+00:00,0.9985328031256621,3258878.765306157
2021-02-06 15:30:00+00:00,0.9984961288503241,4433091.081915985
2021-02-06 16:00:00+00:00,0.9984548872443162,6363257.987259965
2021-02-06 16:30:00+00:00,0.9986937496906003,3008069.3974135523
2021-02-06 17:00:00+00:00,0.998520058230466,2780951.263337342
2021-02-06 17:30:00+00:00,0.9986091309219408,2982257.0972619643
2021-02-06 18:00:00+00:00,0.9986507159715489,2765528.0045389296
2021-02-06 18:30:00+00:00,0.9984628801457818,7075715.57216146
2021-02-06 19:00:00+00:00,0.9985766462198232,2239759.4444645043
2021-02-06 19:30:00+00:00,0.9988189493309235,3199378.3963022637
2021-02-06 20:00:00+00:00,0.9990214276028244,3948927.87895524
2021-02-06 20:30:00+00:00,0.9989116705808749,3649865.982123465
2021-02-06 21:00:00+00:00,0.9986332303529515,3467419.7953488645
2021-02-06 21:30:00+00:00,0.9988190677401662,5984523.733430268
2021-02-06 22:00:00+00:00,0.9985446499334593,4311770.302535141
2021-02-06 22:30:00+00:00,0.9985007851497104,1912026.8238456273
2021-02-06 23:00:00+00:00,0.9984414198656424,2731406.9584903964
2021-02-06 23:30:00+00:00,0.9984988538479407,3456344.3729653605
2021-02-07 00:00:00+00:00,0.9987041279734752,3549672.8735065097
2021-02-07 00:30:00+00:00,0.9985241568127952,3135429.7202657894
2021-02-07 01:00:00+00:00,0.998681534179366,4654743.052952461
2021-02-07 01:30:00+00:00,0.9987054767718707,3224670.4800764206
